ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10214469,HY387087,8/18/2015 5:00,031XX S PULASKI RD,930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,FALSE,FALSE,1031,10,22,30,7,1150208,1883458,2015,2/10/2018 15:50,41.83611278,-87.72433473,"(41.836112775, -87.724334733)"
10214503,HY400527,8/28/2015 2:00,049XX N MAGNOLIA AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2033,20,46,3,7,1167046,1933101,2015,2/10/2018 15:50,41.97199222,-87.66112259,"(41.971992215, -87.661122586)"
10214544,HY400496,8/27/2015 18:30,091XX S ESSEX AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,423,4,7,48,08A,1194423,1844888,2015,2/10/2018 15:50,41.72929943,-87.56336356,"(41.729299431, -87.563363564)"
10214545,HY400572,8/27/2015 23:00,021XX W MONROE ST,920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,FALSE,FALSE,1223,12,2,28,7,1162137,1899523,2015,2/10/2018 15:50,41.87995628,-87.68011431,"(41.879956283, -87.680114312)"
10214565,HY400596,8/27/2015 17:00,029XX S ARCHER AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,FALSE,FALSE,913,9,11,60,7,1168039,1885451,2015,9/10/2015 11:43,41.84121621,-87.65884892,"(41.841216213, -87.658848924)"
10214576,HY395494,8/20/2015 20:00,008XX W BRADLEY PL,930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,FALSE,FALSE,1923,19,46,6,7,1169924,1925144,2015,2/10/2018 15:50,41.9500955,-87.65077287,"(41.950095499, -87.650772867)"
10214583,HY400600,8/28/2015 10:30,020XX N CALIFORNIA AVE,560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1431,14,1,22,08A,1157381,1913238,2015,9/10/2015 11:43,41.91768945,-87.69720436,"(41.917689448, -87.697204364)"
10214589,HY400504,8/28/2015 9:45,034XX S HALSTED ST,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,915,9,11,60,04A,1171527,1882258,2015,2/10/2018 15:50,41.83237846,-87.64614299,"(41.832378459, -87.646142987)"
10214591,HY400579,8/27/2015 23:30,016XX S DRAKE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1021,10,24,29,7,1152974,1891565,2015,2/10/2018 15:50,41.8583051,-87.71397066,"(41.858305102, -87.713970658)"
10214613,HY400430,8/19/2015 19:00,021XX W WARREN BLVD,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1223,12,2,28,04A,1162227,1900336,2015,2/10/2018 15:50,41.88218535,-87.67976111,"(41.882185345, -87.67976111)"
10214619,HY400575,8/28/2015 11:14,012XX N CLYBOURN AVE,560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1821,18,43,8,08A,1172499,1908863,2015,2/10/2018 15:50,41.90536308,-87.64179019,"(41.90536308, -87.641790193)"
10214696,HY400628,8/28/2015 10:00,001XX N MOZART ST,917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1222,12,2,27,7,1157371,1900720,2015,2/10/2018 15:50,41.88333917,-87.69758193,"(41.883339174, -87.697581932)"
10214736,HY400684,8/28/2015 7:00,025XX N ASHLAND AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1931,19,32,7,7,1165239,1916896,2015,2/10/2018 15:50,41.92756365,-87.6682296,"(41.927563648, -87.668229598)"
10214755,HY400661,8/26/2015 15:00,068XX S CLAREMONT AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,832,8,17,66,7,1161911,1859345,2015,2/10/2018 15:50,41.76970797,-87.68206247,"(41.769707973, -87.682062473)"
10214763,HY400720,8/26/2015 17:30,076XX S RHODES AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,624,6,6,69,08A,1181228,1854439,2015,9/10/2015 11:43,41.75582219,-87.61140617,"(41.755822191, -87.611406167)"
10214784,HY400727,8/28/2015 12:35,088XX S BURLEY AVE,560,ASSAULT,SIMPLE,CHA APARTMENT,TRUE,TRUE,424,4,7,46,08A,1199202,1847048,2015,2/10/2018 15:50,41.735108,-87.54578485,"(41.735107995, -87.545784851)"
10214794,HY400741,8/28/2015 12:27,013XX N MAYFIELD AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,2531,25,29,25,04A,1136781,1908215,2015,2/10/2018 15:50,41.90430009,-87.77301103,"(41.904300091, -87.773011028)"
10214806,HY400724,8/28/2015 12:53,005XX W HARRISON ST,560,ASSAULT,SIMPLE,GOVERNMENT BUILDING/PROPERTY,FALSE,FALSE,124,1,2,28,08A,1172659,1897574,2015,2/10/2018 15:50,41.87438184,-87.64153679,"(41.874381838, -87.641536792)"
10214844,HY400753,8/28/2015 13:00,097XX S EGGLESTON AVE,560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2223,22,21,73,08A,1175219,1840170,2015,2/10/2018 15:50,41.71680247,-87.63385264,"(41.716802465, -87.633852635)"
10214862,HY400791,8/28/2015 12:30,061XX S BISHOP ST,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,713,7,16,67,04A,1167717,1864093,2015,2/10/2018 15:50,41.78261447,-87.66064405,"(41.782614469, -87.660644053)"
10214868,HY400836,8/14/2015 12:00,085XX S KINGSTON AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,423,4,7,46,7,1194648,1848876,2015,2/10/2018 15:50,41.74023732,-87.56240849,"(41.740237323, -87.56240849)"
10214871,HY400680,8/28/2015 11:20,014XX E 72ND ST,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,324,3,5,43,08A,1187141,1857545,2015,2/10/2018 15:50,41.76420714,-87.58963827,"(41.764207137, -87.589638265)"
10214879,HY400846,8/26/2015 1:00,040XX N KENNETH AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1722,17,38,16,7,1145828,1926433,2015,2/10/2018 15:50,41.95412504,-87.73931495,"(41.95412504, -87.739314945)"
10214888,HY400852,3/3/2015 9:00,097XX S THROOP ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,FALSE,FALSE,2213,22,21,73,7,1169380,1839938,2015,2/10/2018 15:50,41.71629401,-87.65524493,"(41.716294009, -87.655244934)"
10214890,HY400917,8/27/2015 0:00,023XX W 63RD ST,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,825,8,15,66,08A,1162066,1862809,2015,2/10/2018 15:50,41.77921045,-87.68139805,"(41.779210447, -87.681398053)"
10214906,HY400754,8/28/2015 11:52,047XX N SAWYER AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,1713,17,33,14,08A,1153860,1931222,2015,2/10/2018 15:50,41.9671098,-87.70965996,"(41.967109798, -87.709659961)"
10214912,HY397502,8/25/2015 19:30,063XX S MARSHFIELD AVE,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,725,7,16,67,08A,1166412,1862674,2015,2/10/2018 15:50,41.77874847,-87.66546898,"(41.77874847, -87.665468981)"
10214942,HY400938,8/28/2015 14:06,013XX S SAWYER AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,1022,10,24,29,08A,1154907,1893681,2015,2/10/2018 15:50,41.86407316,-87.70681861,"(41.864073157, -87.706818608)"
10214945,HY400912,8/28/2015 15:45,008XX E 87TH ST,1792,KIDNAPPING,CHILD ABDUCTION/STRANGER,SIDEWALK,FALSE,FALSE,632,6,8,44,20,1183847,1847487,2015,2/10/2018 15:50,41.73668446,-87.60202477,"(41.736684457, -87.602024773)"
10214987,HY401005,8/28/2015 16:33,007XX N RIDGEWAY AVE,560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,1112,11,27,23,08A,1151256,1904605,2015,2/10/2018 15:50,41.89412213,-87.71993477,"(41.894122134, -87.719934772)"
10214996,HY400886,8/28/2015 10:00,034XX W OGDEN AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1021,10,24,29,7,1153553,1890619,2015,9/10/2015 11:43,41.85569769,-87.71187048,"(41.855697688, -87.711870482)"
10214997,HY401009,8/27/2015 4:00,007XX S CICERO AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,FALSE,FALSE,1131,11,24,25,7,1144511,1896107,2015,2/10/2018 15:50,41.87093226,-87.74492128,"(41.870932257, -87.744921277)"
10215020,HY400978,8/27/2015 19:00,018XX S MORGAN ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1235,12,25,31,7,1169979,1891447,2015,2/10/2018 15:50,41.85762773,-87.65155514,"(41.857627725, -87.651555142)"
10215043,HY401025,8/28/2015 16:46,007XX E 103RD ST,560,ASSAULT,SIMPLE,GAS STATION,FALSE,FALSE,512,5,9,50,08A,1182951,1836828,2015,2/10/2018 15:50,41.70745573,-87.60563749,"(41.707455731, -87.605637491)"
10215049,HY400963,8/28/2015 16:00,121XX S STATE ST,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,532,5,9,53,08A,1178446,1824302,2015,9/10/2015 11:43,41.67318586,-87.62251327,"(41.673185855, -87.622513271)"
10215053,HY400925,8/27/2015 20:40,011XX N MILWAUKEE AVE,560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1213,12,27,24,08A,1165952,1907936,2015,2/10/2018 15:50,41.90296164,-87.66586585,"(41.902961643, -87.665865852)"
10215075,HY401118,8/28/2015 17:44,074XX S UNION AVE,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,TRUE,TRUE,732,7,17,68,04A,1172918,1855643,2015,2/10/2018 15:50,41.75931344,-87.64182478,"(41.759313437, -87.641824783)"
10215115,HY400918,8/28/2015 15:37,027XX E 75TH ST,560,ASSAULT,SIMPLE,RESTAURANT,FALSE,FALSE,334,3,7,43,08A,1195735,1856117,2015,2/10/2018 15:50,41.76008039,-87.55818693,"(41.760080391, -87.558186925)"
10215124,HY400883,8/28/2015 13:00,073XX S PHILLIPS AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,334,3,7,43,08A,1193920,1856762,2015,2/10/2018 15:50,41.76189501,-87.56481766,"(41.761895006, -87.564817664)"
10215137,HY401136,8/28/2015 17:15,058XX N KENMORE AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,2022,20,48,77,08A,1168185,1939075,2015,2/10/2018 15:50,41.98836043,-87.65676082,"(41.988360427, -87.656760817)"
10215196,HY401335,8/28/2015 20:30,051XX W HURON ST,560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,1531,15,28,25,08A,1141817,1904132,2015,2/10/2018 15:50,41.89300411,-87.75461336,"(41.893004107, -87.75461336)"
10215204,HY401273,8/27/2015 15:45,021XX S HOYNE AVE,930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,FALSE,FALSE,1234,12,25,31,7,1162704,1889642,2015,2/10/2018 15:50,41.85283004,-87.6783092,"(41.852830043, -87.6783092)"
10215216,HY401203,8/25/2015 17:30,125XX S PRINCETON AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,523,5,9,53,08A,1176556,1821883,2015,2/10/2018 15:50,41.66659031,-87.62950309,"(41.666590309, -87.629503088)"
10000451,HY190258,3/18/2015 10:00,053XX W ADDISON ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,FALSE,FALSE,1634,16,38,15,7,1140224,1923421,2015,2/10/2018 15:50,41.94596457,-87.75999031,"(41.945964568, -87.759990305)"
10215270,HY401299,8/28/2015 20:30,021XX W 71ST PL,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,735,7,17,67,04A,1163405,1857227,2015,2/10/2018 15:50,41.76386471,-87.67664538,"(41.763864711, -87.676645378)"
10215271,HY401420,8/28/2015 18:45,062XX S YALE AVE,920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,FALSE,FALSE,711,7,20,68,7,1175563,1863735,2015,2/10/2018 15:50,41.78146004,-87.63188912,"(41.781460041, -87.631889115)"
10215275,HY401406,8/28/2015 22:00,044XX S SHIELDS AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,925,9,3,37,7,1174724,1875288,2015,2/10/2018 15:50,41.81318138,-87.63462079,"(41.813181381, -87.634620789)"
10215284,HY401336,8/28/2015 20:55,077XX S KINGSTON AVE,553,ASSAULT,AGGRAVATED PO: OTHER DANG WEAP,SIDEWALK,TRUE,FALSE,421,4,7,43,04A,1194532,1854238,2015,2/10/2018 15:50,41.75495393,-87.56265753,"(41.754953934, -87.562657533)"
10215297,HY401272,8/28/2015 19:30,018XX N PULASKI RD,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENTIAL YARD (FRONT/BACK),FALSE,TRUE,2534,25,30,20,04A,1149423,1911983,2015,2/10/2018 15:50,41.91440387,-87.72647516,"(41.914403866, -87.726475161)"
10215307,HY401383,8/28/2015 21:00,130XX S EVANS AVE,560,ASSAULT,SIMPLE,CHA PARKING LOT/GROUNDS,FALSE,FALSE,533,5,9,54,08A,1183713,1818857,2015,2/10/2018 15:50,41.65812314,-87.60340463,"(41.658123139, -87.603404627)"
10215313,HY401237,8/28/2015 18:40,045XX N MANOR AVE,554,ASSAULT,AGG PO HANDS NO/MIN INJURY,STREET,TRUE,FALSE,1724,17,33,14,08A,1156883,1930015,2015,2/10/2018 15:50,41.9637368,-87.69857761,"(41.963736801, -87.698577611)"
10215316,HY401470,8/28/2015 23:39,022XX N LOCKWOOD AVE,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,TRUE,TRUE,2515,25,37,19,04A,1140685,1914378,2015,2/10/2018 15:50,41.92114118,-87.75851866,"(41.921141182, -87.758518659)"
10215318,HY401460,8/28/2015 23:45,021XX N MOODY AVE,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,2512,25,29,19,08A,1135062,1913496,2015,2/10/2018 15:50,41.91882244,-87.77920016,"(41.918822438, -87.779200156)"
10215335,HY401505,8/28/2015 18:00,009XX E 130TH PL,560,ASSAULT,SIMPLE,CHA APARTMENT,FALSE,TRUE,533,5,9,54,08A,1184769,1819084,2015,2/10/2018 15:50,41.65872146,-87.59953346,"(41.658721456, -87.59953346)"
10215341,HY401408,8/28/2015 16:30,067XX S ADA ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,724,7,17,67,7,1168486,1860167,2015,2/10/2018 15:50,41.7718245,-87.65793772,"(41.771824495, -87.657937719)"
10215350,HY401412,8/28/2015 10:00,047XX W CONGRESS PKWY,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1131,11,24,25,7,1144834,1897273,2015,2/10/2018 15:50,41.87412582,-87.74370601,"(41.874125824, -87.74370601)"
10215351,HY401475,8/28/2015 22:00,056XX N LINCOLN AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2011,20,40,2,7,1157162,1937561,2015,2/10/2018 15:50,41.98443774,-87.69734584,"(41.984437737, -87.697345842)"
10215362,HY401463,8/29/2015 0:01,060XX S DAMEN AVE,920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,ALLEY,FALSE,TRUE,714,7,15,67,7,1164061,1864629,2015,2/10/2018 15:50,41.78416303,-87.674033,"(41.784163028, -87.674032995)"
10215368,HY401551,8/29/2015 1:51,065XX S WOLCOTT AVE,554,ASSAULT,AGG PO HANDS NO/MIN INJURY,APARTMENT,TRUE,FALSE,726,7,15,67,08A,1164809,1861352,2015,2/10/2018 15:50,41.77515474,-87.67138302,"(41.775154741, -87.67138302)"
10215389,HY401369,8/28/2015 21:30,008XX W SUNNYSIDE AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,1914,19,46,3,08A,1169861,1930086,2015,2/10/2018 15:50,41.96365789,-87.65085977,"(41.963657892, -87.650859772)"
10215397,HY401526,8/29/2015 1:16,030XX S CHRISTIANA AVE,560,ASSAULT,SIMPLE,APARTMENT,TRUE,TRUE,1032,10,22,30,08A,1154512,1884281,2015,2/10/2018 15:50,41.83828637,-87.70851972,"(41.838286366, -87.708519724)"
10215418,HY401607,8/28/2015 15:30,003XX W 77TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,623,6,17,69,7,1175161,1853886,2015,2/10/2018 15:50,41.75444225,-87.63365667,"(41.754442247, -87.633656666)"
10215423,HY401569,8/29/2015 1:15,014XX E 66TH PL,560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,321,3,5,42,08A,1186967,1861191,2015,2/10/2018 15:50,41.77421621,-87.59016054,"(41.774216207, -87.59016054)"
10215432,HY401481,8/29/2015 0:12,079XX S PAULINA ST,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,TRUE,611,6,21,71,04A,1166389,1852150,2015,2/10/2018 15:50,41.74986969,-87.66585269,"(41.749869687, -87.665852691)"
10215437,HY401512,8/29/2015 0:45,076XX S HALSTED ST,560,ASSAULT,SIMPLE,GAS STATION,FALSE,FALSE,621,6,17,71,08A,1172288,1854297,2015,9/10/2015 11:43,41.75563372,-87.64417322,"(41.755633717, -87.644173224)"
10215450,HY401645,8/29/2015 3:00,016XX S CHRISTIANA AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,1021,10,24,29,08A,1154307,1891422,2015,2/10/2018 15:50,41.8578862,-87.70908149,"(41.857886203, -87.709081493)"
10215462,HY400862,8/28/2015 14:29,045XX S VINCENNES AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,FALSE,221,2,3,38,04A,1180373,1875053,2015,2/10/2018 15:50,41.81240862,-87.61390743,"(41.812408616, -87.613907427)"
10215468,HY401652,8/29/2015 5:00,016XX N AUSTIN AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,2531,25,29,25,08A,1136159,1910199,2015,2/10/2018 15:50,41.90975556,-87.77524842,"(41.909755556, -87.775248423)"
10088700,HY277309,5/27/2015 16:21,038XX N NEW ENGLAND AVE,553,ASSAULT,AGGRAVATED PO: OTHER DANG WEAP,STREET,TRUE,FALSE,1632,16,38,17,04A,1129717,1924716,2015,2/10/2018 15:50,41.94970456,-87.79858148,"(41.949704559, -87.798581484)"
10215499,HY401688,8/29/2015 1:00,011XX W GARFIELD BLVD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,712,7,16,68,7,1169805,1868195,2015,2/10/2018 15:50,41.79382575,-87.65286981,"(41.793825753, -87.652869806)"
10215505,HY401245,8/28/2015 19:27,002XX W ADAMS ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,122,1,2,32,7,1174663,1899413,2015,2/10/2018 15:50,41.87938361,-87.63412406,"(41.879383612, -87.634124064)"
10215508,HY401697,8/29/2015 6:55,040XX W 16TH ST,558,ASSAULT,AGG PRO.EMP: OTHER DANG WEAPON,CTA BUS,FALSE,FALSE,1012,10,24,29,04A,1149897,1891748,2015,2/10/2018 15:50,41.85886763,-87.72526053,"(41.85886763, -87.725260526)"
10215534,HY401546,8/29/2015 1:30,018XX W 23RD ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,1034,10,25,31,04A,1164556,1888884,2015,2/10/2018 15:50,41.85071105,-87.67153322,"(41.85071105, -87.67153322)"
10215545,HY401720,8/29/2015 4:40,016XX W GRAND AVE,545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,OTHER,TRUE,FALSE,1215,12,26,24,08A,1165155,1903554,2015,2/10/2018 15:50,41.8909541,-87.66891803,"(41.890954095, -87.668918026)"
10215547,HY401712,8/28/2015 19:30,005XX W 31ST ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,914,9,11,60,7,1173262,1884368,2015,2/10/2018 15:50,41.83813022,-87.63971455,"(41.838130218, -87.639714547)"
10215570,HY401796,8/29/2015 1:00,028XX N OAK PARK AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2511,25,36,18,7,1130597,1918211,2015,2/10/2018 15:50,41.93183898,-87.79549668,"(41.931838976, -87.795496676)"
10215576,HY401782,7/4/2015 8:00,049XX W POTOMAC AVE,917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,2533,25,37,25,7,1143161,1908196,2015,2/10/2018 15:50,41.90413121,-87.74957574,"(41.904131206, -87.749575737)"
10215592,HY400549,8/25/2015 15:30,026XX W LOGAN BLVD,930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,FALSE,FALSE,1411,14,35,22,7,1158164,1917182,2015,2/10/2018 15:50,41.9284961,-87.69421959,"(41.928496103, -87.69421959)"
10215594,HY401859,8/4/2015 8:00,049XX W POTOMAC AVE,917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,2533,25,37,25,7,1143161,1908196,2015,2/10/2018 15:50,41.90413121,-87.74957574,"(41.904131206, -87.749575737)"
10215597,HY401785,8/28/2015 18:20,0000X W 95TH ST,4255,KIDNAPPING,UNLAWFUL INTERFERE/VISITATION,RESTAURANT,FALSE,TRUE,634,6,21,49,26,1177513,1841973,2015,2/10/2018 15:50,41.72169869,-87.62539649,"(41.721698686, -87.625396491)"
10215599,HY401831,8/27/2015 20:00,001XX N LEAVITT ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1223,12,2,28,7,1161727,1900839,2015,2/10/2018 15:50,41.88357606,-87.68158308,"(41.883576055, -87.681583082)"
10215608,HY401840,8/29/2015 10:15,025XX S ALBANY AVE,560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1033,10,12,30,08A,1156104,1886866,2015,2/10/2018 15:50,41.84534798,-87.70260821,"(41.845347983, -87.702608213)"
10215618,HY401684,8/29/2015 4:48,131XX S BALTIMORE AVE,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,FALSE,TRUE,433,4,10,55,04A,1199094,1818430,2015,2/10/2018 15:50,41.6565802,-87.5471375,"(41.656580196, -87.5471375)"
10215653,HY401918,8/28/2015 18:00,055XX S WABASH AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,225,2,20,40,7,1177660,1868235,2015,9/10/2015 11:43,41.79376129,-87.62406498,"(41.79376129, -87.624064984)"
10215699,HY401860,8/28/2015 23:30,002XX N LATROBE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1523,15,28,25,7,1141336,1901160,2015,2/10/2018 15:50,41.88485747,-87.7564533,"(41.884857465, -87.756453295)"
10215701,HY401887,8/28/2015 17:00,035XX N OAKLEY AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1921,19,47,5,7,1160409,1923421,2015,2/10/2018 15:50,41.9455701,-87.68579681,"(41.945570097, -87.685796811)"
10215706,HY401908,8/29/2015 10:00,117XX S STATE ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,TRUE,FALSE,522,5,34,53,04A,1178365,1826902,2015,2/10/2018 15:50,41.68032248,-87.62273126,"(41.680322483, -87.622731255)"
10215708,HY401955,8/28/2015 20:00,054XX W QUINCY ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE-GARAGE,FALSE,FALSE,1522,15,29,25,7,1140237,1898470,2015,2/10/2018 15:50,41.87749596,-87.76055498,"(41.877495963, -87.760554976)"
10215716,HY401805,8/28/2015 0:30,084XX S MARQUETTE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,FALSE,FALSE,423,4,7,46,7,1195627,1849632,2015,2/10/2018 15:50,41.74228773,-87.5587967,"(41.742287726, -87.558796696)"
10215743,HY400605,8/28/2015 11:00,113XX S WENTWORTH AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,522,5,34,49,7,1176957,1829931,2015,2/10/2018 15:50,41.68866627,-87.62779438,"(41.688666268, -87.62779438)"
10215747,HY402016,8/8/2015 14:00,045XX S SPRINGFIELD AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,821,8,14,57,08A,1151116,1874226,2015,2/10/2018 15:50,41.8107612,-87.72124426,"(41.810761197, -87.721244258)"
10215758,HY401919,8/29/2015 10:55,130XX S EBERHART AVE,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,FALSE,TRUE,533,5,9,54,04A,1181733,1818953,2015,2/10/2018 15:50,41.65843236,-87.61064687,"(41.658432362, -87.610646873)"
10215767,HY401998,8/28/2015 19:00,020XX W 98TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2213,22,19,72,7,1164336,1839646,2015,2/10/2018 15:50,41.71560024,-87.67372694,"(41.715600242, -87.673726937)"
10215773,HY401902,8/28/2015 16:00,029XX W ROSEMONT AVE,930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,FALSE,FALSE,2413,24,50,2,7,1155438,1941657,2015,2/10/2018 15:50,41.99571231,-87.70357574,"(41.995712306, -87.703575735)"
10215785,HY402073,8/28/2015 10:20,064XX S HALSTED ST,560,ASSAULT,SIMPLE,LIBRARY,FALSE,FALSE,723,7,20,68,08A,1172072,1862293,2015,2/10/2018 15:50,41.77758046,-87.64473021,"(41.77758046, -87.644730213)"
10215800,HY402108,8/28/2015 21:00,023XX N RUTHERFORD AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2512,25,36,18,7,1131095,1914523,2015,2/10/2018 15:50,41.92171007,-87.79375185,"(41.921710068, -87.793751852)"
10215812,HY402074,8/29/2015 13:00,051XX S PULASKI RD,560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,815,8,23,62,08A,1150575,1870054,2015,2/10/2018 15:50,41.79932318,-87.72333722,"(41.799323177, -87.723337222)"
10215816,HY401814,8/29/2015 9:30,052XX S LOREL AVE,1025,ARSON,AGGRAVATED,RESIDENCE,FALSE,FALSE,814,8,23,56,9,1141580,1869447,2015,2/10/2018 15:50,41.7978279,-87.75633962,"(41.797827897, -87.756339623)"
10215824,HY402077,8/29/2015 13:15,011XX E HYDE PARK BLVD,560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,233,2,4,41,08A,1184613,1871422,2015,2/10/2018 15:50,41.80234643,-87.5984692,"(41.802346425, -87.598469195)"
